feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7840339809987346e+18,20290448204708.266,1.783987200013805e+18,1.784073599944468e+18,-0.4232333592350873,0.009352379892170859
price,1842.6758011007353,39.45146121146228,1773.41,1896.14,-0.5259343740469427,-1.4239729508481633
quantity,0.11280874756620071,1.2419098305360392,0.0001,1221.7545,359.85277039026823,302724.42223392025
trade_id,4209910101.49338,948104.8684002833,4208268175.0,4211552081.0,-0.00015533188562741616,-1.2000254406660378
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,3.532709311339483e-05,0.012193362182828604,-1.6900000000000546,2.7100000000000364,3.1634244356071255,3684.8465868128924
log_return,1.9265603373161997e-08,6.617229690298902e-06,-0.0009358604091467271,0.0014936687218911615,3.2142173428040146,3730.350107491177
tick_direction,0.008953559106466275,0.9999599160863035,-1.0,1.0,-0.01790784426934548,-1.9996805359792411
trade_intensity,165.93209749860497,309.6495495389667,1.0,5341.0,6.2913995214842275,61.18729024264528
obi,0.014593921747918527,0.8473150913444456,-1.0,1.0,-0.039143627096305825,-1.7552366815108336
mid_price,1842.673819691931,39.45186359551599,1773.414050421128,1896.1311093867714,-0.52589337574426,-1.4240243843434792
vwmp,1842.673819691931,39.45186359551599,1773.414050421128,1896.1311093867714,-0.52589337574426,-1.4240243843434792
price_mid_deviation,0.0019814088044854167,0.1051893803062245,-1.4520851232744008,2.081331071159866,0.12387955574324853,4.690549749740594
