model,evaluated_horizons,mean_marginal_crps,mean_marginal_absolute_error,mean_direction_brier_score,mean_direction_log_loss,coverage_90,mean_interval_90_width,marginal_variance_scaling_beta,beta_ci_low,beta_ci_high,coverage_90_absolute_error,selection_rule
QRW Adaptive,4,8.348256974660383e-08,2.1679703172444387e-07,0.081075,0.3108545616822359,1.0,8.640461142962394e-07,1.3090840896670277,1.1593124338776002,1.4985740120618105,0.09999999999999998,primary=mean_marginal_crps; tiebreak=mean_direction_log_loss; diagnostics_not_ranked
CRW Simple,4,1.0311605758453487e-07,1.9205389322773975e-07,0.10142500000000002,0.3559180733093977,0.75,5.145001708021295e-07,0.9926952168536217,0.8323876532943087,1.183785821053774,0.15000000000000002,primary=mean_marginal_crps; tiebreak=mean_direction_log_loss; diagnostics_not_ranked
CRW Biased,4,7.530162596454973e-08,1.7241648566547785e-07,0.06285,0.27419743762505683,1.0,5.910861021294458e-07,0.926083072098277,0.7847026041530948,1.0771495376160516,0.09999999999999998,primary=mean_marginal_crps; tiebreak=mean_direction_log_loss; diagnostics_not_ranked
CRW Correlated,4,8.38124774821802e-08,2.2857947811716743e-07,0.08855,0.31946899936207873,1.0,8.267350112485347e-07,1.403739528776736,1.2694675196197103,1.587674176921465,0.09999999999999998,primary=mean_marginal_crps; tiebreak=mean_direction_log_loss; diagnostics_not_ranked
"GARCH(1,1)",4,2.290764716717057e-06,8.707166216349866e-06,0.22392499999999999,0.640820247490222,1.0,3.545362081087338e-05,1.4799455039840337,1.3138279484296291,1.6198796851001878,0.09999999999999998,primary=mean_marginal_crps; tiebreak=mean_direction_log_loss; diagnostics_not_ranked
GBM,4,1.7086094609294281e-06,5.755869486660585e-06,0.253875,0.7013234371645223,1.0,2.3105155827265096e-05,0.9677686891961432,0.8507838987004867,1.1056528833774495,0.09999999999999998,primary=mean_marginal_crps; tiebreak=mean_direction_log_loss; diagnostics_not_ranked
