feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7812359566067812e+18,31370680346.369415,1.781235898585468e+18,1.781236017114551e+18,0.42910445462863256,-0.995737411327442
price,63471.29652515724,8.056358143189685,63458.0,63486.0,0.017378331456727902,-1.182551992126438
quantity,0.0022827096436058704,0.018629800501197946,1e-05,0.4669,18.251028179854927,391.1580138591777
trade_id,6402591159.287736,558.8142447005075,6402590189.0,6402592127.0,0.0016277129108090726,-1.193939282902376
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,0.0059958071278838196,0.17316121105450635,-2.9100000000034925,1.8700000000026193,-0.1540504509416289,88.32949710398319
log_return,9.445149177197342e-08,2.7281404084348564e-06,-4.584161062837211e-05,2.9459551919686078e-05,-0.15359427053942243,88.3154245586503
tick_direction,-0.03039832285115304,0.9995378641991692,-1.0,1.0,0.06087262128804723,-1.9983903732857111
trade_intensity,53.393081761006286,55.94609934394479,1.0,235.0,1.3239723112224677,1.0211045017017097
obi,-0.30755101614661906,0.6455540941198641,-0.9999999999999999,1.0,0.48326695567323047,-1.045227653900716
mid_price,63471.16623753034,7.723304192605865,63458.01520245928,63485.97909840286,-0.03916901382587,-1.215651699793424
vwmp,63471.16623753034,7.723304192605865,63458.01520245928,63485.97909840286,-0.03916901382587,-1.215651699793424
price_mid_deviation,0.13028762689325393,1.7475642799695417,-3.549064725928474,8.578249853657326,1.4600734531102395,4.374395795212009
