feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7788442140078198e+18,22207434211757.023,1.778803200001463e+18,1.7788895995957e+18,-0.20136798497029793,-0.9825054418960382
price,79984.6562723865,874.552152598385,78659.0,81664.45,0.2605859201239759,-1.4720620807298106
quantity,0.00549978881735363,0.04939718666086695,1e-05,13.82447,48.32911563421619,5465.946528793041
trade_id,6297986559.3291445,919270.8930904372,6296393961.0,6299578074.0,-0.0011385871389193395,-1.2003615652443416
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,-0.0006290799468296169,0.18596842872435937,-26.029999999998836,25.479999999995925,-1.2727569549812805,1313.0974919359576
log_return,-7.853923490332643e-09,2.327296797343654e-06,-0.0003301029645594866,0.0003165659037005497,-1.3396576033765064,1317.0576458299622
tick_direction,-0.10438903865290669,0.9945365396048161,-1.0,1.0,0.20992509440524482,-1.9559326996242827
trade_intensity,126.44718747205516,169.6188179697271,1.0,2879.0,4.687089293034548,39.35757054881305
obi,-0.11639330448219579,0.853860565317968,-1.0,1.0,0.25181524524922705,-1.7098433887136488
mid_price,79984.67068927262,874.5524761667034,78659.0131254028,81664.44114821244,0.2605331270512762,-1.4721104152268067
vwmp,79984.67068927262,874.5524761667034,78659.0131254028,81664.44114821244,0.2605331270512762,-1.4721104152268067
price_mid_deviation,-0.014416886113227514,2.1345544677931234,-22.2915174261434,24.01045646518469,0.324384170351716,2.4773871659559754
