feature,mean,std,min,max,skewness,kurtosis
timestamp,1.780737772708844e+18,22658338619299.51,1.780704000135468e+18,1.780790398883865e+18,0.5555735561178331,-0.7535109574222072
price,60747.4766414327,395.8222053327559,59500.0,61530.05,-0.8595137452696441,0.544788948407601
quantity,0.003987252449222958,0.04106842316645969,1e-05,19.71618,89.62820527385588,23683.749695698916
trade_id,6377661070.4243765,1443346.1167875996,6375161642.0,6380162515.0,0.0008173329393519168,-1.1996912359255678
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,-3.473981927207869e-05,0.24685399262296887,-66.59999999999854,52.11999999999534,-6.119862208327631,5809.598629234996
log_return,-5.697807403708765e-10,4.069504069231983e-06,-0.0011000534288321262,0.0008609855809655897,-6.134971194395078,5875.536246086145
tick_direction,-0.020593829553124835,0.9997879246041816,-1.0,1.0,0.04119640834011055,-1.998303663862158
trade_intensity,121.84817678110558,137.77087764541005,1.0,2755.0,3.566629172497433,28.59855126169829
obi,-0.010614290312164328,0.8727027367289155,-1.0,1.0,0.033612508347777875,-1.8058614756569706
mid_price,60747.46541338856,395.8241833018129,59500.0,61530.00332483269,-0.8594953690318935,0.5447149189886966
vwmp,60747.46541338856,395.8241833018129,59500.0,61530.00332483269,-0.8594953690318935,0.5447149189886966
price_mid_deviation,0.011228044140477964,2.618836451275089,-64.65551585036155,39.94269083636027,0.08599075230997595,2.5753778986598532
