model,sample_size,kurtosis,kurtosis_test_statistic,kurtosis_test_pvalue,tail_index,tail_observations,var_95,cvar_95,var_99,cvar_99,kurtosis_test_pvalue_bh
Empirical,500,74.76862916605592,14.436599687777596,3.044979734665095e-47,2.4747687558943223,7,1.564456766800504e-07,5.275693727355701e-06,1.03308072393915e-05,1.764830095076775e-05,2.435983787732076e-46
QRW Adaptive,500,3.4641180270009473,1.8842435756269695,0.059532035767281,1683010.2278473526,10,0.0,1.1734454920914663e-09,0.0,1.1734454920914663e-09,0.068036612305464
QRW Heavy-Tail,500,43.96381204421424,13.391059036725354,6.820127929487967e-41,1.7407007923682634,8,0.0,3.7610144065470087e-10,0.0,3.7610144065470087e-10,1.8187007811967913e-40
CRW Simple,500,5.073031275094189,5.216319393396711,1.8251336075965641e-07,1009587.8755250889,9,1.5646025577878585e-07,1.5646032235772254e-07,1.564603538336987e-07,1.5646046618828638e-07,2.4335114767954187e-07
CRW Biased,500,5.4696905795057855,5.728129985034401,1.0154374964685621e-08,3031026.4804903273,9,1.5646023124285316e-07,1.5646033999538335e-07,1.564603782597193e-07,1.564604465817447e-07,1.6246999943496993e-08
CRW Correlated,500,6.366365873669204,6.663863448251178,2.6672130058104554e-11,721858.1737109261,7,1.564601822820101e-07,1.5646050046770867e-07,1.564606968049594e-07,1.564609068358738e-07,5.334426011620911e-11
"GARCH(1,1)",500,45.57243716098676,13.46857231687167,2.394512632116636e-41,2.0326709010034967,50,1.1305046816131937e-05,2.092372950756826e-05,2.3210725497963558e-05,4.17594697032945e-05,9.578050528466545e-41
GBM,500,3.196706209808586,0.9418645176573407,0.3462620083344121,3.6084867264861966,50,5.418828901682351e-06,7.345430119743331e-06,8.54895727628567e-06,9.237306748825552e-06,0.3462620083344121
