feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7789271654466076e+18,19415303707643.8,1.77888960016656e+18,1.778975999521201e+18,0.4333257765271482,-0.22209643462130924
price,2190.6112983864805,20.063011949095806,2162.55,2231.51,0.8861708583944723,-0.6833069458427241
quantity,0.12973741737579178,0.9219857437247317,0.0001,224.517,55.31153306746362,7686.865525618237
trade_id,4020169146.687519,445041.64625265304,4019398343.0,4020940225.0,0.0008536060277554362,-1.1994005383883712
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,-2.8663308678620235e-05,0.00829404906469065,-1.3099999999999454,1.3099999999999454,5.891250184661277,2974.1878238153104
log_return,-1.3013177693632728e-08,3.794419509026547e-06,-0.0006012884277080133,0.0006012884277080133,5.912052216117639,2990.439451451473
tick_direction,-0.05470393767755345,0.9985026185256454,-1.0,1.0,0.1095720537197631,-1.9879965622449356
trade_intensity,131.81283212171846,274.8148985223267,1.0,5816.0,9.763417345652007,142.1744833402956
obi,-0.07816049821412462,0.8412683117784767,-1.0,1.0,0.16065586757747896,-1.716409730265553
mid_price,2190.612016328163,20.06421117678354,2162.5536197025513,2231.5079718711786,0.8859635260384732,-0.6837209033097253
vwmp,2190.612016328163,20.06421117678354,2162.5536197025513,2231.5079718711786,0.8859635260384732,-0.6837209033097253
price_mid_deviation,-0.0007179416823184612,0.09600573502225171,-0.9765012661159744,1.623481452341366,0.15259548734921433,4.502873714617763
