feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7797990798134415e+18,21840633690070.26,1.779753600071618e+18,1.77983999973435e+18,-0.5341888572581672,-0.5829873191089074
price,2097.613032175313,20.58622545046606,2055.06,2140.49,0.16941762734097376,-1.03996243910926
quantity,0.09568017098389452,0.8065540748970299,0.0001,413.6265,118.09006828529803,41255.63297901064
trade_id,4043882572.419613,855308.5625638253,4042401023.0,4045364728.0,-1.6664764120599105e-06,-1.199139443602848
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,-1.3329243524667842e-05,0.00719300818425836,-1.7899999999999636,2.400000000000091,15.963524452193422,13179.053196340526
log_return,-6.36748710480697e-09,3.431514636833279e-06,-0.0008551643607104253,0.001127618307964262,15.351962449427106,12971.707574819477
tick_direction,-0.05028460516531964,0.9987349290394163,-1.0,1.0,0.10069664998118616,-1.989861536535678
trade_intensity,125.60742048905823,155.92735325695435,1.0,2403.0,3.798909314343269,25.475058716252192
obi,-0.07243689889214208,0.8707989843076837,-1.0,1.0,0.15199229691792931,-1.7745419055038716
mid_price,2097.6130685437424,20.586077284080147,2055.069645826954,2140.487585238817,0.16938431636763374,-1.0399691842763428
vwmp,2097.6130685437424,20.586077284080147,2055.069645826954,2140.487585238817,0.16938431636763374,-1.0399691842763428
price_mid_deviation,-3.6368429503832505e-05,0.0870468917546702,-1.7873592907935745,1.9237629782714976,0.14700816630751726,3.2336063221084643
