model,intercept,beta,beta_se,t_statistic_beta_gt_1,pvalue_beta_gt_1,r_squared,beta_ci_low,beta_ci_high,bootstrap_probability_beta_le_1,bootstrap_iterations,bootstrap_method,horizons_used,min_horizon,max_horizon,pvalue_beta_gt_1_bh
Empirical,-25.05694318985948,1.2847279764670112,0.03506404551579166,8.120226068574413,0.0006254135922702843,0.9970292263698031,0.7921718962296092,1.3449685886495617,0.196,500,moving_block_returns,6,1,100,0.002501654369081137
QRW Adaptive,-33.21814035434758,1.0025628502761799,0.002498418718550779,1.0257889348773601,0.17227825268841823,0.9999627400470145,0.984137008840411,1.018336048485178,0.372,500,path_resampling,8,1,500,0.19688943164390654
QRW Heavy-Tail,-24.76288843314984,1.009131503005627,0.003687517643285164,2.4763279498486104,0.024021906405058076,0.9999198895552227,0.9873498682873857,1.030445552777173,0.194,500,path_resampling,8,1,500,0.04804381281011615
CRW Simple,-33.019381376390605,1.0026502377408135,0.0013276765855052988,1.9961470811092676,0.046460548295052174,0.999989479597601,0.9845540839318563,1.0192206661471621,0.396,500,path_resampling,8,1,500,0.06234577496186149
CRW Biased,-33.02979726438733,1.006682725300363,0.001469184559569291,4.548594835710823,0.0019488129278785434,0.9999872205201105,0.9896233494808192,1.0227334720420265,0.242,500,path_resampling,8,1,500,0.005196834474342782
CRW Correlated,-32.99765024687071,1.3251443776056961,0.026030248370440424,12.491020945267868,8.047257346038862e-06,0.9976901851045832,1.3074157388872618,1.340616965694986,0.0,500,path_resampling,8,1,500,6.43780587683109e-05
"GARCH(1,1)",-22.57510013564903,1.0269355117154804,0.013525093263888574,1.9915213292759348,0.04675933122139612,0.9989603343694802,0.973624388470921,1.0689238161045806,0.184,500,path_resampling,8,1,500,0.06234577496186149
GBM,-25.18160307466989,0.9997528418245233,0.0012051041098887917,-0.20509279940927413,0.577859745578126,0.9999912821116084,0.9797120430022861,1.0180254979062384,0.534,500,path_resampling,8,1,500,0.577859745578126
