model,ks_statistic,ks_pvalue,ks_pvalue_bh,wasserstein_distance,variance_scaling_beta,beta_ci_low,beta_ci_high,pvalue_beta_gt_1,pvalue_beta_gt_1_bh,acf_mse,kurtosis,tail_index,var_99,cvar_99
QRW Adaptive,0.128,0.0005458774578140435,0.0009552855511745761,7.209455610761677e-07,1.0025628502761799,0.984137008840411,1.018336048485178,0.17227825268841823,0.19688943164390654,0.003274882011859259,3.1719327599647222,1597808.9782231543,0.0,0.0
QRW Heavy-Tail,0.134,0.00024780650250526786,0.0005782151725122916,5.98287930801129e-07,1.009131503005627,0.9873498682873857,1.030445552777173,0.024021906405058076,0.04804381281011615,0.0032829197836480896,342.52092314228696,1.4455091834669251,0.0,7.631753248158872e-10
CRW Simple,0.056,0.41348608403425674,0.5365771006242507,7.021711156552389e-07,1.0026502377408135,0.9845540839318563,1.0192206661471621,0.046460548295052174,0.06234577496186149,0.0032882963497412715,6.785998296015538,1356842.2161000327,1.5646037850507863e-07,1.5646051028635183e-07
CRW Biased,0.054,0.4599232291065006,0.5365771006242507,7.021711158538597e-07,1.006682725300363,0.9896233494808192,1.0227334720420265,0.0019488129278785434,0.005196834474342782,0.0032807405494503306,5.297953942624652,2295846.6961780554,1.564604760470684e-07,1.564605453805071e-07
CRW Correlated,0.042,0.7704365372945415,0.7704365372945415,7.012318124287426e-07,1.3251443776056961,1.3074157388872618,1.340616965694986,8.047257346038862e-06,6.43780587683109e-05,0.0021432595963009867,5.134963698109276,756861.5962069291,1.5646079423703704e-07,1.564609941697313e-07
"GARCH(1,1)",0.472,1.0004926984376965e-50,3.501724444531938e-50,5.602985836034174e-06,1.0269355117154804,0.973624388470921,1.0689238161045806,0.04675933122139612,0.06234577496186149,0.0035382314880264944,46.41728062994091,2.2738180259323064,2.0376358527494154e-05,2.7026545868862768e-05
GBM,0.478,4.528001917771643e-52,3.16960134244015e-51,2.85065545684362e-06,0.9997528418245233,0.9797120430022861,1.0180254979062384,0.577859745578126,0.577859745578126,0.0032694476243982015,3.5146750563268574,3.78689968890497,9.230051758623977e-06,1.0111085796409936e-05
