model,intercept,beta,beta_se,t_statistic_beta_gt_1,pvalue_beta_gt_1,r_squared,beta_ci_low,beta_ci_high,bootstrap_probability_beta_le_1,bootstrap_iterations,bootstrap_method,horizons_used,min_horizon,max_horizon,pvalue_beta_gt_1_bh
Empirical,-24.060432856131104,1.2629504642841292,0.057292020017507495,4.589652524099793,0.005054737828829911,0.9918357669547844,0.7681314898231199,1.3411541800122413,0.292,500,moving_block_returns,6,1,100,0.020218951315319644
QRW Adaptive,-23.809485164668644,1.001341959892187,0.0014063234714018458,0.954232734841166,0.1884060979880109,0.999988165450491,0.9819969052178583,1.0188502866561733,0.476,500,path_resampling,8,1,500,0.3768121959760218
QRW Heavy-Tail,-23.75452025581223,1.0004816664578187,0.0012611120367948183,0.3819378800339135,0.3578343492638983,0.999990466855357,0.9833270130919536,1.0179272870149825,0.476,500,path_resampling,8,1,500,0.4771124656851977
CRW Simple,-23.64515281951851,0.9927616732803797,0.0019083790234561498,-3.7929188230708117,0.9954787878605349,0.9999778292244484,0.9746474261641322,1.0099772717922644,0.782,500,path_resampling,8,1,500,0.9954787878605349
CRW Biased,-23.67006454816857,1.0036126601402344,0.0024700855521685356,1.4625647832573252,0.09695389517202276,0.9999636564626798,0.9829049294896,1.023896549389887,0.36,500,path_resampling,8,1,500,0.25854372045872737
CRW Correlated,-23.57845946753652,1.146331491392056,0.017022317851620963,8.596449241965095,6.812035223408361e-05,0.9986787226434594,1.1312226330453525,1.1625437838070676,0.0,500,path_resampling,8,1,500,0.0005449628178726689
"GARCH(1,1)",-22.869539175641282,1.0013809214498646,0.002300853512809956,0.6001779088396184,0.2851726093457584,0.9999683249866002,0.9810661145490678,1.0172186250369213,0.486,500,path_resampling,8,1,500,0.45627617495321343
GBM,-23.02334224252276,0.9982201238206678,0.0008717502286239137,-2.041727229761404,0.9563822431269092,0.9999954240553649,0.9806822720403149,1.0146427565412033,0.616,500,path_resampling,8,1,500,0.9954787878605349
