model,ks_statistic,ks_pvalue,ks_pvalue_bh,wasserstein_distance,variance_scaling_beta,beta_ci_low,beta_ci_high,pvalue_beta_gt_1,pvalue_beta_gt_1_bh,acf_mse,kurtosis,tail_index,var_99,cvar_99
QRW Adaptive,0.076,0.11136835555551457,0.12939616996710074,1.7062481237537065e-06,1.001341959892187,0.9819969052178583,1.0188502866561733,0.1884060979880109,0.3768121959760218,0.003982700960376206,3.4314116099610175,15228.701587191697,1.6400836443048977e-07,1.6408212531743672e-05
QRW Heavy-Tail,0.074,0.12939616996710074,0.12939616996710074,1.739120349938532e-06,1.0004816664578187,0.9833270130919536,1.0179272870149825,0.3578343492638983,0.4771124656851977,0.003988327701171775,4.889055775161067,11885.758707498011,1.6403534831307916e-05,1.640950339143733e-05
CRW Simple,0.104,0.008922221390371415,0.0208185165775333,1.8716449157055996e-06,0.9927616732803797,0.9746474261641322,1.0099772717922644,0.9954787878605349,0.9954787878605349,0.003988325052430289,4.7421652939659324,11277.405641040801,1.6419148010723333e-05,1.6419627325299024e-05
CRW Biased,0.08,0.08150167321107067,0.12939616996710074,1.1824070778502945e-06,1.0036126601402344,0.9829049294896,1.023896549389887,0.09695389517202276,0.25854372045872737,0.003977090766209436,5.027048336306034,21000.435388985068,1.641888112255626e-05,1.6419795074336866e-05
CRW Correlated,0.076,0.11136835555551457,0.12939616996710074,1.2808395626096266e-06,1.146331491392056,1.1312226330453525,1.1625437838070676,6.812035223408361e-05,0.0005449628178726689,0.0036566988156227975,5.994216102691713,17397.794080045547,1.6422386406377347e-05,1.6422977065190467e-05
"GARCH(1,1)",0.48,1.5970385142410795e-52,1.1179269599687556e-51,5.9365018126683065e-06,1.0013809214498646,0.9810661145490678,1.0172186250369213,0.2851726093457584,0.45627617495321343,0.003970863625305687,3.4096678180531357,3.591824611714176,2.72231015168582e-05,3.165165138587032e-05
GBM,0.47,2.7787268907552625e-50,9.72554411764342e-50,5.791795739798383e-06,0.9982201238206678,0.9806822720403149,1.0146427565412033,0.9563822431269092,0.9954787878605349,0.003963233063198986,3.1967062098206185,3.6020230646190097,2.509010838193219e-05,2.7111064891525457e-05
