model,intercept,beta,beta_se,t_statistic_beta_gt_1,pvalue_beta_gt_1,r_squared,beta_ci_low,beta_ci_high,bootstrap_probability_beta_le_1,bootstrap_iterations,bootstrap_method,horizons_used,min_horizon,max_horizon,pvalue_beta_gt_1_bh
Empirical,-25.49279120669253,1.3844841049970313,0.0277405396976549,13.860008103214172,7.854957616953206e-05,0.9983966918922119,0.8518813894742845,1.4537394883466794,0.117,1000,moving_block_returns,6,1,100,0.0002749235165933622
QRW Adaptive,-33.43206284380788,1.0022561612547984,0.0019910090887244303,1.133174764281906,0.15019057472230596,0.9999763228196036,0.98525001030843,1.0191913160849364,0.421,1000,path_resampling,8,1,500,0.2308620770366093
CRW Simple,-33.34568782839843,0.9983105572830986,0.003029420707610816,-0.5576784738603735,0.7013799937743468,0.9999447521848938,0.9813833962108269,1.0145974477892477,0.574,1000,path_resampling,8,1,500,0.7013799937743468
CRW Biased,-33.382929708175574,1.000411467113637,0.0003880579494468309,1.060323887768776,0.16490148359757806,0.9999990972100725,0.9841489393684641,1.0163856813756793,0.495,1000,path_resampling,8,1,500,0.2308620770366093
CRW Correlated,-33.340226116471364,1.1484757161963168,0.013623531717105918,10.898474733235908,1.769554083421037e-05,0.9991564311792747,1.1301322515576904,1.1649118109742473,0.0,1000,path_resampling,8,1,500,0.00012386878583947258
"GARCH(1,1)",-23.507267357927635,1.000613283222041,0.006081518185981493,0.10084377013861189,0.46147993005016874,0.9997784118676728,0.9512431815049026,1.0569516708583522,0.547,1000,path_resampling,8,1,500,0.5383932517251969
GBM,-25.671736760780618,1.0020228244146216,0.0011617308289749132,1.7412160925492066,0.06614388122402845,0.9999919350152904,0.9835925296754531,1.0199088250289543,0.414,1000,path_resampling,8,1,500,0.15433572285606637
