feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7831642023151014e+18,24194381418768.445,1.783123200069409e+18,1.783209597086769e+18,0.0487321813627908,-1.0860028392085923
price,573.7073242925966,2.3345739091342237,568.7,578.82,-0.033817232928582956,-0.8651306852458869
quantity,0.18635758228624144,1.6141752662533935,0.001,437.199,131.99825422222855,28110.75878179741
trade_id,1537909943.148093,150370.06122768228,1537649329.0,1538170165.0,-0.0017968298764406746,-1.2004778125495839
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,3.0170171370442497e-06,0.005512980807122938,-0.4199999999999591,0.35000000000002274,-0.5394008004456657,384.3838234283103
log_return,5.250733549621037e-09,9.608073030579097e-06,-0.0007332530575228091,0.0006092413393314899,-0.538765473129316,383.81061612082596
tick_direction,0.11529453629800393,0.9933313495001698,-1.0,1.0,-0.23213778730364998,-1.9461195752542
trade_intensity,34.34394382159372,78.11090219254226,1.0,1336.0,7.384635209434734,77.93522803517757
obi,-0.047991645098938766,0.6785384574380603,-1.0,1.0,0.18913481587769132,-1.3811768164345128
mid_price,573.7071187737176,2.3350558918316486,568.7085358663631,578.8076803278755,-0.033615429514532766,-0.8644914517472841
vwmp,573.7071187737176,2.3350558918316486,568.7085358663631,578.8076803278755,-0.033615429514532766,-0.8644914517472841
price_mid_deviation,0.00020551887894123055,0.06486117430396698,-0.4415243101228725,0.291887182134019,-0.3107222657743601,0.818634278843879
