feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7786679412568998e+18,23263128237094.258,1.778630400119944e+18,1.778716799690754e+18,0.051937466494191585,-1.0562711110478518
price,674.7676582826916,5.18097767738288,663.77,685.68,0.0504233157957528,-1.1107710669867683
quantity,0.18098697386074636,1.1872645937835022,0.001,223.887,58.235651742967434,6855.704627675444
trade_id,1492553974.6712573,362090.70846113906,1491926526.0,1493180649.0,-0.0020019045736557922,-1.2003832967106967
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,5.419840320068472e-06,0.005121160021296334,-0.38999999999998636,0.5,-0.15164373721495203,554.419830739919
log_return,8.109777756827425e-09,7.6004059828185845e-06,-0.0005779447556788497,0.0007526606909484812,-0.0951724436377866,563.1821576233157
tick_direction,-0.0017233964762179339,0.9999985149511903,-1.0,1.0,0.003446802234797065,-1.9999913408448264
trade_intensity,57.10978277151145,108.68626669923039,1.0,2270.0,7.844134796022582,97.29640024979895
obi,0.10531492185304142,0.7126968509392385,-1.0,1.0,-0.2556429400341695,-1.3816583677456367
mid_price,674.7677075631423,5.181291902470661,663.7870645008554,685.6674873219881,0.050278908651088104,-1.1106092873509452
vwmp,674.7677075631423,5.181291902470661,663.7870645008554,685.6674873219881,0.050278908651088104,-1.1106092873509452
price_mid_deviation,-4.928045046506893e-05,0.05658111747163147,-0.5235449135734598,0.609538039158906,0.008331211864018744,2.095558291011365
