feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7814520816408072e+18,26045332309751.086,1.781395200164484e+18,1.781481599868353e+18,-0.7399209476157477,-0.7721291756785464
price,64661.82103966702,574.3383990720766,63678.83,65800.0,0.25304040227722,-1.1116239568844715
quantity,0.006464125793345195,0.0900999763457295,1e-05,43.50928,163.00535708332575,49733.62841007367
trade_id,6407926854.446303,594937.4334101446,6406895423.0,6408956323.0,-0.002242734220336938,-1.200028455343476
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,0.0006336139363199381,0.2591394538695466,-50.0199999999968,47.599999999998545,6.358006208280246,5634.598210596493
log_return,9.732917274033084e-09,3.997783575299163e-06,-0.0007740040268817694,0.0007306706853196232,6.371744022735836,5624.879221675667
tick_direction,-0.0038239902275805297,0.999992688522641,-1.0,1.0,0.007648042015203585,-1.9999434744718692
trade_intensity,130.46934562360644,193.79736437090915,1.0,3024.0,4.967124364958266,40.99781315023184
obi,-0.0020947074726214423,0.8618691543506309,-1.0,1.0,0.007718339551231712,-1.7839428179593164
mid_price,64661.79928844294,574.3246832048172,63680.35570275195,65800.00000000051,0.2530399805479874,-1.1116202611659662
vwmp,64661.79928844294,574.3246832048172,63680.35570275195,65800.00000000051,0.2530399805479874,-1.1116202611659662
price_mid_deviation,0.021751224076288003,2.4359790907970655,-98.67216370874667,50.79159001077642,-1.62562697113171,87.09025259710415
