feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7813535809917919e+18,24647533750761.008,1.781308800113927e+18,1.781395199873477e+18,-0.14665911554932937,-1.1282204957006143
price,63993.33293877557,300.618933354478,63418.66,64762.77,0.1355875366475334,-0.9343424312446484
quantity,0.006763382837091558,0.07929520541938084,1e-05,25.1768,104.15239010459355,20609.13904848481
trade_id,6406150986.032223,429884.2272442084,6405406414.0,6406895422.0,-0.00041037708395570926,-1.2004520791806543
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,0.0005984688097695186,0.20835837329518697,-35.40999999999622,31.860000000000582,-8.427615335335439,3562.0526823060018
log_return,9.348445682125841e-09,3.2539311383187474e-06,-0.0005552506253980738,0.0005007154866731867,-8.4671980587432,3582.3884563617457
tick_direction,-0.016683320905136276,0.9998608237167693,-1.0,1.0,0.033371320421694564,-1.9988890799390524
trade_intensity,111.13583178719291,175.2091840072743,1.0,3472.0,6.681342060086049,79.3293854077192
obi,-0.032491661269882274,0.8614191521775985,-1.0,1.0,0.06306122803986339,-1.7815977235399023
mid_price,63993.30115094633,300.6094368816488,63424.7183640132,64762.33001226562,0.13565368244576884,-0.9343483128779808
vwmp,63993.30115094633,300.6094368816488,63424.7183640132,64762.33001226562,0.13565368244576884,-0.9343483128779808
price_mid_deviation,0.03178782923820266,1.895673015248691,-50.7757386453377,27.993555992907204,-0.47607270509929545,16.736906155962796
