feature,mean,std,min,max,skewness,kurtosis
timestamp,1.7826585209198195e+18,24624727605043.207,1.782604800067315e+18,1.782691197102169e+18,-0.5183504866836948,-0.8711569148197751
price,59832.05112832952,356.92347251899486,58905.0,60545.01,-0.26851180094180954,-0.8664670471598308
quantity,0.00389808233356319,0.05210595175473288,1e-05,17.964,126.03869450231747,30417.044055197963
trade_id,6456110454.340773,663838.0205508606,6454959677.0,6457258908.0,-0.0018943075448782942,-1.2006711160001573
segment_id,0.0,0.0,0.0,0.0,0.0,0.0
price_increment,-0.00019890522913926402,0.18041255419045457,-11.450000000004366,28.55000000000291,2.344607335677395,450.5616927801916
log_return,-3.326022821077336e-09,3.019145658172406e-06,-0.00019183810196565787,0.0004749288007985797,2.3189111654451064,445.1394928903111
tick_direction,-0.005047880273133844,0.9999872593712121,-1.0,1.0,0.01009589583838154,-1.999899833023104
trade_intensity,116.22404297761128,160.91160893295287,1.0,3012.0,5.168767566911547,50.35987240746061
obi,-0.009917257012657506,0.8706531497046539,-1.0,1.0,0.024047653218036178,-1.8029611895496584
mid_price,59832.046281254356,356.93982188534494,58906.3615637343,60544.94681074228,-0.2684503929817252,-0.8665748695777773
vwmp,59832.046281254356,356.93982188534494,58906.3615637343,60544.94681074228,-0.2684503929817252,-0.8665748695777773
price_mid_deviation,0.004847075161237107,2.202759647000977,-20.59794962398155,24.30360494611523,0.0463784081747721,1.4858999456499236
