model,sample_size,kurtosis,kurtosis_test_statistic,kurtosis_test_pvalue,tail_index,tail_observations,var_95,cvar_95,var_99,cvar_99,kurtosis_test_pvalue_bh
Empirical,500,18.45377734535907,11.13289252651226,8.677318942904178e-29,9.80812792110119,9,0.0,7.154173387357195e-08,5.9369907177088525e-08,5.937963911506472e-06,6.074123260032925e-28
QRW Adaptive,500,4.605254881474686,4.502169636543775,6.7263259694617074e-06,36397.79080526875,8,0.0,1.4110576929252591e-08,0.0,1.4110576929252591e-08,9.41685635724639e-06
CRW Simple,500,7.172558837569505,7.324046123513204,2.4060392999480977e-13,31844.789872693826,7,5.940482307808965e-06,5.940647903484507e-06,5.940729343336376e-06,5.94079993111708e-06,8.421137549818342e-13
CRW Biased,500,6.776779134583657,7.0170967457726965,2.26525766216863e-12,117828.63542136311,7,5.9403764416415185e-06,5.940589488311488e-06,5.940729696261719e-06,5.940799929093285e-06,5.285601211726803e-12
CRW Correlated,500,6.294176149870592,6.597526093123569,4.180751279924354e-11,17262.573029781463,8,5.940447018605382e-06,5.940802667935031e-06,5.9409421633988415e-06,5.941463536630218e-06,7.316314739867618e-11
"GARCH(1,1)",500,3.0370568517217027,0.27232449500640526,0.78537252340405,4.70620769720527,50,5.6111951347451434e-06,6.857105955193753e-06,7.523453659861714e-06,8.764508131504844e-06,0.7998108964307118
GBM,500,3.032902897939685,0.25359184635913473,0.7998108964307118,5.2444458410350725,50,6.041659129227239e-06,7.660669023444308e-06,8.736889102663982e-06,1.0543671706754172e-05,0.7998108964307118
