model,intercept,beta,beta_se,t_statistic_beta_gt_1,pvalue_beta_gt_1,r_squared,beta_ci_low,beta_ci_high,bootstrap_probability_beta_le_1,bootstrap_iterations,bootstrap_method,horizons_used,min_horizon,max_horizon,pvalue_beta_gt_1_bh
Empirical,-24.060432856131104,1.2629504642841283,0.057292020017507245,4.589652524099798,0.005054737828829891,0.9918357669547845,0.7681314898231186,1.3411541800122413,0.292,500,moving_block_returns,6,1,100,0.01769158240090462
QRW Adaptive,-23.809485164668644,1.0013419598921878,0.0014063234714014941,0.9542327348418783,0.18840609798784466,0.999988165450491,0.9819969052178587,1.0188502866561733,0.476,500,path_resampling,8,1,500,0.3297106714787282
CRW Simple,-23.64515281951851,0.9927616732803797,0.0019083790234561498,-3.7929188230708117,0.9954787878605349,0.9999778292244484,0.9753901018003832,1.0091094563758356,0.778,500,path_resampling,8,1,500,0.995478787860535
CRW Biased,-23.67006454816857,1.003612660140235,0.002470085552168554,1.462564783257584,0.09695389517198873,0.9999636564626798,0.9856402640428622,1.0213288192564591,0.384,500,path_resampling,8,1,500,0.22622575540130704
CRW Correlated,-23.578459467536515,1.1463314913920553,0.017022317851621,8.596449241965036,6.812035223408621e-05,0.9986787226434594,1.128823614779717,1.1622197577588689,0.0,500,path_resampling,8,1,500,0.00047684246563860347
"GARCH(1,1)",-22.869536821405724,1.0013808957145225,0.002300878358736027,0.6001602428392069,0.28517812268685827,0.9999683243009003,0.9821863102605146,1.0188136743553762,0.452,500,path_resampling,8,1,500,0.3992493717616016
GBM,-23.02334224252276,0.9982201238206678,0.0008717502286239137,-2.041727229761404,0.9563822431269092,0.9999954240553649,0.9812784425776206,1.0146087801407924,0.624,500,path_resampling,8,1,500,0.995478787860535
