model,ks_statistic,ks_pvalue,ks_pvalue_bh,wasserstein_distance,variance_scaling_beta,beta_ci_low,beta_ci_high,pvalue_beta_gt_1,pvalue_beta_gt_1_bh,acf_mse,kurtosis,tail_index,var_99,cvar_99
QRW Adaptive,0.076,0.11136835555551457,0.13364202666661748,1.7062481237537065e-06,1.0013419598921878,0.9819969052178587,1.0188502866561733,0.18840609798784466,0.3297106714787282,0.0039827009603762035,3.4314116099610175,15228.701587191697,1.6400836443048977e-07,1.6408212531743672e-05
CRW Simple,0.082,0.06930076569272504,0.10395114853908757,1.2808595181562644e-06,0.9927616732803797,0.9753901018003832,1.0091094563758356,0.9954787878605349,0.995478787860535,0.0039883250524302884,5.581827006892624,9786.486534710222,1.642023182789271e-05,1.6421197151898523e-05
CRW Biased,0.072,0.14973189477810775,0.14973189477810775,9.197540905602391e-07,1.003612660140235,0.9856402640428622,1.0213288192564591,0.09695389517198873,0.22622575540130704,0.003977090766209435,5.39472158080917,16120.386871889938,1.6419956815814743e-05,1.6420675885065738e-05
CRW Correlated,0.088,0.04158607858587287,0.08317215717174574,2.0684548374835573e-06,1.1463314913920553,1.128823614779717,1.1622197577588689,6.812035223408621e-05,0.00047684246563860347,0.003656698815622796,4.885070354083405,6150.310892936702,1.6420771093630135e-05,1.642324691132773e-05
"GARCH(1,1)",0.516,4.630555380587149e-61,2.7783332283522894e-60,6.3649481593372594e-06,1.0013808957145225,0.9821863102605146,1.0188136743553762,0.28517812268685827,0.3992493717616016,0.003970863663663166,3.5085816567981576,4.121677106007275,2.3893449959365086e-05,2.958936274152274e-05
GBM,0.436,4.45845173328288e-43,1.337535519984864e-42,6.021708910286624e-06,0.9982201238206678,0.9812784425776206,1.0146087801407924,0.9563822431269092,0.995478787860535,0.003963233063198984,3.032902897942048,5.236584651038009,2.519083076043236e-05,3.0401600337852905e-05
